ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0671670034,SELFTALK SOLUTION,Shad Helmstetter,1988,Pocket,http://images.amazon.com/images/P/0671670034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670034.01.LZZZZZZZ.jpg
038000898X,Shanna,Kathleen E Woodiwiss,1977,Avon,http://images.amazon.com/images/P/038000898X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038000898X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038000898X.01.LZZZZZZZ.jpg
0671708821,What to Say When You Talk to Your Self,Shad Helmstetter,1990,Pocket,http://images.amazon.com/images/P/0671708821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671708821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671708821.01.LZZZZZZZ.jpg
0399220119,Back to Before,Jan Slepian,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399220119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399220119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399220119.01.LZZZZZZZ.jpg
0385313098,To the White Sea (Delta World War II Library),James Dickey,1994,Delta,http://images.amazon.com/images/P/0385313098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385313098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385313098.01.LZZZZZZZ.jpg
0679749527,The Last of the Savages: A Novel (Vintage Contemporaries),Jay McInerney,1997,Vintage Books USA,http://images.amazon.com/images/P/0679749527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679749527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679749527.01.LZZZZZZZ.jpg
1586190385,Remembering Wholeness: A Personal Handbook for Thriving in the 21st Century,Carol Tuttle,2002,Elton-Wolf Publishing,http://images.amazon.com/images/P/1586190385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586190385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586190385.01.LZZZZZZZ.jpg
0316161837,The Citadel,A.J. Cronin,1983,Back Bay Books,http://images.amazon.com/images/P/0316161837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316161837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316161837.01.LZZZZZZZ.jpg
0866750177,Toys to Build (Home Workshop),Workbench Magazine,1995,Krause Pubns Inc,http://images.amazon.com/images/P/0866750177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0866750177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0866750177.01.LZZZZZZZ.jpg
0785264930,The 21 Irrefutable Laws of Leadership Tested by Time: Those Who Followed Them and Those Who Didn't,James L. Garlow,2002,Thomas Nelson Publishers,http://images.amazon.com/images/P/0785264930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785264930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785264930.01.LZZZZZZZ.jpg
0786200596,Sally's Beau (Thorndike Large Print Candlelight),Laurie Paige,1993,Thorndike Press,http://images.amazon.com/images/P/0786200596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786200596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786200596.01.LZZZZZZZ.jpg
1551111160,Over the Next Hill: An Ethnography of Rving Seniors in North America,Dorothy Ayers Counts,1996,Broadview Press,http://images.amazon.com/images/P/1551111160.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551111160.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551111160.01.LZZZZZZZ.jpg
392574407X,These Strange German Ways,Atl. Bruecke,1975,Edelweiss Pub Co,http://images.amazon.com/images/P/392574407X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/392574407X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/392574407X.01.LZZZZZZZ.jpg
0515098167,Masques of Gold,Roberta Gellis,1988,Berkley Pub Group,http://images.amazon.com/images/P/0515098167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515098167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515098167.01.LZZZZZZZ.jpg
1560448776,A Field Guide to Pigs,John Pukite,1999,Falcon Press Publishing,http://images.amazon.com/images/P/1560448776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560448776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560448776.01.LZZZZZZZ.jpg
0872236722,Testament of Youth,Vera Brittain,1980,Putnam Pub Group (Paper),http://images.amazon.com/images/P/0872236722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872236722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872236722.01.LZZZZZZZ.jpg
0312910266,Oprah!,Robert Waldron,1988,St. Martin's Press,http://images.amazon.com/images/P/0312910266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312910266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312910266.01.LZZZZZZZ.jpg
0671047876,Before I Say Good-Bye,Mary Higgins Clark,2000,Audioworks,http://images.amazon.com/images/P/0671047876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671047876.01.LZZZZZZZ.jpg
2267016338,Aventures d'un gourmand vagabond,Jim Harrison,2002,Christian Bourgois,http://images.amazon.com/images/P/2267016338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2267016338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2267016338.01.LZZZZZZZ.jpg
0345379187,Billions &amp; Billions: Thoughts on Life and Death at the Brink of the Millennium,Carl Sagan,1998,Ballantine Books,http://images.amazon.com/images/P/0345379187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345379187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345379187.01.LZZZZZZZ.jpg
0449901017,Royal passion,Jennifer Blake,1986,Fawcett Columbine,http://images.amazon.com/images/P/0449901017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449901017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449901017.01.LZZZZZZZ.jpg
1585420107,"Skyward: Man's Mastery of the Air As Shown by the Brilliant Flights of America's Leading Air Explorer. His Life, His Thrilling Adventures, His North Pole and t",Richard Evelyn Byrd,2000,Jeremy P. Tarcher,http://images.amazon.com/images/P/1585420107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585420107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585420107.01.LZZZZZZZ.jpg
0312143354,"Fire on Earth: Doomsday, Dinosaurs, and Humankind",John R. Gribbin,1996,St Martins Pr,http://images.amazon.com/images/P/0312143354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312143354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312143354.01.LZZZZZZZ.jpg
0451451694,The Queen's Squadron,R.M. Meluch,1992,New Amer Library,http://images.amazon.com/images/P/0451451694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451451694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451451694.01.LZZZZZZZ.jpg
081290818X,The wild edge: Life and lore of the great Atlantic beaches,Philip Kopper,1979,Times Books,http://images.amazon.com/images/P/081290818X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081290818X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081290818X.01.LZZZZZZZ.jpg
2020352273,Le jeu du roman,Louise L Lambrichs,1998,Seuil,http://images.amazon.com/images/P/2020352273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020352273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020352273.01.LZZZZZZZ.jpg
067188218X,Betrayed (Clan MacKenzie Triology),Arnette Lamb,1995,Pocket,http://images.amazon.com/images/P/067188218X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067188218X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067188218X.01.LZZZZZZZ.jpg
1571312471,Ecology of a Cracker Childhood,Janisse Ray,2000,Milkweed Editions,http://images.amazon.com/images/P/1571312471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1571312471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1571312471.01.LZZZZZZZ.jpg
2290044296,Remake,Connie Willis,1999,J'ai lu,http://images.amazon.com/images/P/2290044296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290044296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290044296.01.LZZZZZZZ.jpg
0060958901,No Apparent Danger: The True Story of Volcanic Disaster at Galeras and Nevado Del Ruiz,Victoria Bruce,2002,Perennial,http://images.amazon.com/images/P/0060958901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958901.01.LZZZZZZZ.jpg
2070423263,Ingrid Caven,Jean-Jacques Schuhl,2002,Gallimard,http://images.amazon.com/images/P/2070423263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070423263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070423263.01.LZZZZZZZ.jpg
039701001X,Alive: The Story of the Andes Survivors,Piers Paul Read,1974,Lippincott Williams &amp; Wilkins,http://images.amazon.com/images/P/039701001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039701001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039701001X.01.LZZZZZZZ.jpg
2080811924,La Dynamique du capitalisme,Fernand Braudel,1988,Flammarion,http://images.amazon.com/images/P/2080811924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2080811924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2080811924.01.LZZZZZZZ.jpg
0060115580,Positive Addiction,"William, Glasser",1976,Harpercollins,http://images.amazon.com/images/P/0060115580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060115580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060115580.01.LZZZZZZZ.jpg
2253098108,Sherlock Holmes. Etude en rouge,Sir Arthur Conan Doyle,1995,LGF,http://images.amazon.com/images/P/2253098108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253098108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253098108.01.LZZZZZZZ.jpg
0425161471,Borderline (Jack McMorrow Mystery),Gerry Boyle,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425161471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161471.01.LZZZZZZZ.jpg
226403551X,Azazel,Boris Akounine,2003,10/18,http://images.amazon.com/images/P/226403551X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/226403551X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/226403551X.01.LZZZZZZZ.jpg
1558611541,Weeds,Edith Summers Kelley,1996,Feminist Press,http://images.amazon.com/images/P/1558611541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558611541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558611541.01.LZZZZZZZ.jpg
0760712174,Bloody Business Cover,H Paul Jeffers,0,Barnes Noble,http://images.amazon.com/images/P/0760712174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0760712174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0760712174.01.LZZZZZZZ.jpg
2264035528,Le Gambit turc,Boris Akounine,2003,10/18,http://images.amazon.com/images/P/2264035528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2264035528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2264035528.01.LZZZZZZZ.jpg
2080705733,Vers la paix perpÃ?Â©tuelle,Emmanuel Kant,1993,Flammarion,http://images.amazon.com/images/P/2080705733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2080705733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2080705733.01.LZZZZZZZ.jpg
0345418980,The Andromeda Strain,Michael Crichton,1997,Ballantine Books,http://images.amazon.com/images/P/0345418980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418980.01.LZZZZZZZ.jpg
2264034920,"Les EnquÃ?Âªtes de Victor Legris, tome 2 : La Disparue du pÃ?Â¨re Lachaise",Claude Izner,2003,Editions 10/18,http://images.amazon.com/images/P/2264034920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2264034920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2264034920.01.LZZZZZZZ.jpg
0440431131,The Great Brain at the Academy,JOHN FITZGERALD,1982,Yearling,http://images.amazon.com/images/P/0440431131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440431131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440431131.01.LZZZZZZZ.jpg
0451400720,Crow's Parliament,Jack Curtis,1988,Onyx Books,http://images.amazon.com/images/P/0451400720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451400720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451400720.01.LZZZZZZZ.jpg
0786012382,Night Thunder,Ruby Jean Jensen,2000,Pinnacle Books,http://images.amazon.com/images/P/0786012382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786012382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786012382.01.LZZZZZZZ.jpg
0373700083,Beloved Intruder,Griffin,1981,Harlequin,http://images.amazon.com/images/P/0373700083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373700083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373700083.01.LZZZZZZZ.jpg
088103715X,One Flew over the Cuckoo's Nest,Ken Kesey,1999,Sagebrush Bound,http://images.amazon.com/images/P/088103715X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/088103715X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/088103715X.01.LZZZZZZZ.jpg
1854797263,The True Face of Jack the Ripper,Harris Melvin,1995,Michael O'Mara Books Ltd.,http://images.amazon.com/images/P/1854797263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1854797263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1854797263.01.LZZZZZZZ.jpg
0864427816,My 'Dam Life: Three Years in Holland (Lonely Planet Journeys (Travel Literature)),Sean Condon,2003,Lonely Planet Publications,http://images.amazon.com/images/P/0864427816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0864427816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0864427816.01.LZZZZZZZ.jpg
0812513355,The School,T. M. Wright,1996,Tor Books,http://images.amazon.com/images/P/0812513355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812513355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812513355.01.LZZZZZZZ.jpg
342312721X,G.A.S. ( GAS). Die Trilogie der Stadtwerke.,Matt Ruff,2000,Dtv,http://images.amazon.com/images/P/342312721X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/342312721X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/342312721X.01.LZZZZZZZ.jpg
0805053948,Scars of Sweet Paradise : The Life and Times of Janis Joplin,Alice Echols,2000,Owl Books,http://images.amazon.com/images/P/0805053948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805053948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805053948.01.LZZZZZZZ.jpg
044021145x,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
3453161033,"Das Leben, das Universum und der ganze Rest. Der Comic.",Douglas Adams,2000,Heyne,http://images.amazon.com/images/P/3453161033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453161033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453161033.01.LZZZZZZZ.jpg
3453119460,Die Chroniken der Zeitpatrouille.,Poul Anderson,1997,Heyne,http://images.amazon.com/images/P/3453119460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453119460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453119460.01.LZZZZZZZ.jpg
0786814489,"You're a Brave Man, Julius Zimmerman",Claudia Mills,2001,Hyperion Books for Children,http://images.amazon.com/images/P/0786814489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786814489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786814489.01.LZZZZZZZ.jpg
0887307698,The Worth Guide to Electronic Investing: Everything You Need to Know to Use Your Home Computer to Make More Money in the Stock Market,Jim Jubak,1996,HarperCollins Publishers,http://images.amazon.com/images/P/0887307698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887307698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887307698.01.LZZZZZZZ.jpg
0810462893,UNIX Administration,David Fiedler,1986,Hayden Books,http://images.amazon.com/images/P/0810462893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0810462893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0810462893.01.LZZZZZZZ.jpg
0895772914,Legal Question and Answer Book,Readers Digest,1988,Putnam Pub Group,http://images.amazon.com/images/P/0895772914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895772914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895772914.01.LZZZZZZZ.jpg
0201137917,The Unix System (International computer science series),Stephen Bourne,1982,Addison-Wesley,http://images.amazon.com/images/P/0201137917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0201137917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0201137917.01.LZZZZZZZ.jpg
0671722298,Under Siege,Stephen Coonts,1990,Pocket Books,http://images.amazon.com/images/P/0671722298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671722298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671722298.01.LZZZZZZZ.jpg
1556111703,Hammerheads,Dale Brown,1990,Penguin USA,http://images.amazon.com/images/P/1556111703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556111703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556111703.01.LZZZZZZZ.jpg
0399134123,Wildcat,Craig Thomas,1989,Putnam Pub Group,http://images.amazon.com/images/P/0399134123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399134123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399134123.01.LZZZZZZZ.jpg
0899683517,Solaris,Stanislaw Lem,1993,Lightyear Press,http://images.amazon.com/images/P/0899683517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0899683517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0899683517.01.LZZZZZZZ.jpg
0395717566,The Best American Essays 1996 (Serial),Geoffrey C. Ward,1996,Mariner Books,http://images.amazon.com/images/P/0395717566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395717566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395717566.01.LZZZZZZZ.jpg
0340215895,Asterix &amp; the Great Crossing,Rene De Goscinny,1976,Intl Learning Systems,http://images.amazon.com/images/P/0340215895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340215895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340215895.01.LZZZZZZZ.jpg
0340206993,Asterix and the Laurel Wreath,Rene De Goscinny,1980,Elsevier Science Ltd,http://images.amazon.com/images/P/0340206993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340206993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340206993.01.LZZZZZZZ.jpg
0590334859,No Boys,McClure Jones,1983,Scholastic,http://images.amazon.com/images/P/0590334859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590334859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590334859.01.LZZZZZZZ.jpg
0802774261,My First Year As a Journalist: Real-World Stories from America's Newspaper and Magazine Journaists (1st Year Career Series),Dianne Selditch,1995,Walker &amp; Company,http://images.amazon.com/images/P/0802774261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802774261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802774261.01.LZZZZZZZ.jpg
0345357183,B.O.L.O,Dave Pedneau,1989,Ballantine Books,http://images.amazon.com/images/P/0345357183.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345357183.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345357183.01.LZZZZZZZ.jpg
0316690155,"Believing it All : What My Children Taught Me About Trout Fishing, Jelly Toast and Life",Marc Parent,2001,Little Brown and Company,http://images.amazon.com/images/P/0316690155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316690155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316690155.01.LZZZZZZZ.jpg
074324088X,I Hate To See That Evening Sun Go Down : Collected Stories,William Gay,2002,Free Press,http://images.amazon.com/images/P/074324088X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074324088X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074324088X.01.LZZZZZZZ.jpg
0743226852,Maneater : A Novel,Gigi Levangie Grazer,2003,Simon &amp; Schuster,http://images.amazon.com/images/P/0743226852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743226852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743226852.01.LZZZZZZZ.jpg
0440418135,The Kite Fighters,Linda Sue Park,2002,Yearling Books,http://images.amazon.com/images/P/0440418135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440418135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440418135.01.LZZZZZZZ.jpg
0140300724,Puffin Book of Verse (Puffin Books),Graham,1999,Puffin Books,http://images.amazon.com/images/P/0140300724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140300724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140300724.01.LZZZZZZZ.jpg
0689707045,Noblesse Oblige: The Inimitable Investigation into the Idiosyncracies of English Idiom,Nancy Mitford,1986,Simon &amp; Schuster,http://images.amazon.com/images/P/0689707045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689707045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689707045.01.LZZZZZZZ.jpg
0521651336,Higher than Everest,Paul Hodge,2001,Cambridge University Press,http://images.amazon.com/images/P/0521651336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0521651336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0521651336.01.LZZZZZZZ.jpg
0451138104,Clubbable Woman,Reginald Hill,1985,Signet Book,http://images.amazon.com/images/P/0451138104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451138104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451138104.01.LZZZZZZZ.jpg
0380711796,Sugar Rain,Paul Park,1990,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380711796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380711796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380711796.01.LZZZZZZZ.jpg
0973562609,Meeting Milo,Yvette Van Veen,2004,Van Veen/Perks,http://images.amazon.com/images/P/0973562609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0973562609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0973562609.01.LZZZZZZZ.jpg
0140009744,Love Lies Bleeding,Edmund Crispin,1982,Penguin USA,http://images.amazon.com/images/P/0140009744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140009744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140009744.01.LZZZZZZZ.jpg
039914319X,"Robin Cook: Three Complete Novels : Terminal, Fatal Cure, Acceptable Risk",Robin Cook,1997,Putnam Pub Group,http://images.amazon.com/images/P/039914319X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914319X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914319X.01.LZZZZZZZ.jpg
0786500603,Coming Home: A Town Called Harmony,Kathleen Kane,1994,Berkley Pub Group (Mm),http://images.amazon.com/images/P/0786500603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786500603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786500603.01.LZZZZZZZ.jpg
0802731996,Vial Murders: A Doctor Samantha Turner Mystery (Doctor Samantha Turner Mystery),Marsha Landreth,1995,Walker &amp; Company,http://images.amazon.com/images/P/0802731996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802731996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802731996.01.LZZZZZZZ.jpg
0595199429,In His Corner: Will the Real Billy Joe Please Stand,Joan Lewis,2001,Writers Club Press,http://images.amazon.com/images/P/0595199429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595199429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595199429.01.LZZZZZZZ.jpg
0553057146,Rama II: The Sequel to Rendezvous with Rama,Arthur C. Clarke,1989,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553057146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553057146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553057146.01.LZZZZZZZ.jpg
0764552260,Resumes for Dummies,Joyce Lain Kennedy,2000,Hungry Minds,http://images.amazon.com/images/P/0764552260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764552260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764552260.01.LZZZZZZZ.jpg
0681403926,Best for Baby: A Selective Consumer's Guide to Products and Services from Infancy to Preschool,Shannon Gilligan,1988,Longmeadow Pr,http://images.amazon.com/images/P/0681403926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0681403926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0681403926.01.LZZZZZZZ.jpg
0380766248,"\I Am Cain\"" (True crime)""",Gera-Lind Kalarik,1994,Harper Mass Market Paperbacks,http://images.amazon.com/images/P/0380766248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380766248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380766248.01.LZZZZZZZ.jpg
0312863624,Against the Brotherhood : A Mycroft Holmes Novel (Mycroft Homes),Quinn Fawcett,1997,Forge Books,http://images.amazon.com/images/P/0312863624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312863624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312863624.01.LZZZZZZZ.jpg
0449144917,The Red Moon,Warren Murphy,1982,Fawcett Books,http://images.amazon.com/images/P/0449144917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449144917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449144917.01.LZZZZZZZ.jpg
092089755X,Healthy Wealthy &amp; Dead (Phoebe Fairfax Mystery),Suzanne North,1995,NeWest Press,http://images.amazon.com/images/P/092089755X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/092089755X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/092089755X.01.LZZZZZZZ.jpg
0345406494,"Red, Red Robin",Stephen Gallagher,1996,Ballantine Books,http://images.amazon.com/images/P/0345406494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345406494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345406494.01.LZZZZZZZ.jpg
